name,description,link
FarmersRevolution,Leveraging Chainlink for Farmer-Investor Connections: A Tokenized RWA Dapp,https://devpost.com/software/farmersrevolution
ChainBookkeeper,"Accounting Reimagined: Secure, Transparent, Blockchain-Powered.",https://devpost.com/software/chainbookkeeper
The Future of France | Web 3 Learning Game,"RPG-style browser game where players learn to safely use Web 3 applications, secure digital wallets, and avoid scams while navigating a blockchain-based world.",https://devpost.com/software/the-future-of-france-web-3-learning-game
CryptoClash: Strategic Battles for Market Dominance,"Dive into our strategy game, becoming both a cunning currency issuer and a ruthless investor. Promote your currency to skyrocket it, strategically trade opponents' tokens, and make massive profits!",https://devpost.com/software/cryptoclash-strategic-battles-for-financial-dominance
XTF - DEXES,"Crypto fund indexes rely on managers or third-party providers to select assets, lacking a decentralized approach. We propose anti-collusion solutions using TLS oracles and on-chain data.",https://devpost.com/software/xtf-dexes
Color Mask,Make algorithmic art more valuable,https://devpost.com/software/color-mask
no-lie-lottery-machine,A lottery machine that won't lie,https://devpost.com/software/no-lie-lottery-machine
Cyborg Network,Blockchain based edge computing for Enterprises!,https://devpost.com/software/cyborg-network
LossLess,Revolutionizing Auction Process,https://devpost.com/software/lossless-zkqs5j
CryptocurrenCitY,Ecosystem,https://devpost.com/software/cryptocurrencity
PowerPlay,"Where Gaming, AI, and DeFi Converge.",https://devpost.com/software/powerplay-ealv8p
Econobloom,"Econobloom is a blockchain-based game where players mint, nurture, and evolve plant NFTs, experiencing real-time growth influenced by actual market conditions.",https://devpost.com/software/econobloom
FractionalFi,"Own a piece of iconic NFTs with FractionalFi! Submit your NFT, Vault it and mint ERC20 tokens representing fractions. Trade these tokens for instant liquidity. Easy, liquid, and accessible to all! 🚀",https://devpost.com/software/fractionalfi
RaffleFi,NFT Raffling Universe,https://devpost.com/software/rafflefi
SwapNet,"SwapNet enables seamless P2P cross-chain asset swaps using Chainlink's CCIP for secure transactions and accurate price feeds, providing a unified, decentralized trading experience across blockchains.",https://devpost.com/software/swapnet
SmartCrow,"SmartCrow is a digital, permissionless escrow service that uses crypto. It's designed as a real-world application, specifically targeting the multi-trillion dollar U.S. real estate market.",https://devpost.com/software/smartcrow
Heroic Saga Horizon,"A groundbreaking game blending NFTs, DeFi, Collect and upgrade unique heroes, equip them with specialized gear. Leveraging cutting-edge tech Chainlink VRF, ZK-Proof, ERC-6551, ERC-404 and QuickNode.",https://devpost.com/software/heroic-saga-horizon
Cryptopasta,A text-based adventure game that merges interactive storytelling with blockchain technology,https://devpost.com/software/cryptopasta
faucet-terminal,Faucet-ATM 是由 OpenBuild 开发者社区发起的一个面向开发者的开源水龙头聚合器，我们希望降低开发者在开发中获取测试网 Token 的门槛，使他们开发体验更加顺畅。 目前已经有 10+ 开发者参与到此项目的贡献中，已经支持 12+ 链，且正在快速拓展中，我们预计在 6 月中旬正式上线一个版本。,https://devpost.com/software/faucet-terminal
Be Right There,"Blockchain, Behavioral Economics, and Gamification. This is where we turn punctuality into a playful bet, incentivizing positive behavioral changes.",https://devpost.com/software/be-right-there
CryptoCasino,Your Gateway to Fair and Transparent Decentralized Gaming and DeFi,https://devpost.com/software/cryptocasino-43qpej
Off Chain Access,Connecting Physical Assets with Digital Trust,https://devpost.com/software/offchainaccess-redeem-and-manage-physical-assets-digitally
SmartMA,"A decentralized dual-MAs automatic trading system based on Ethereum, which earns profits by selling high and buying low.",https://devpost.com/software/smartma
CarbonChain,Turning Social Engagement into Climate Action,https://devpost.com/software/carbonchain-cr3g0u
Kasheba,Kasheba Analytics: Democratizing global real estate data with blockchain. Access accurate market insights and speculate on city index price movements securely. Invest smarter with Kasheba.,https://devpost.com/software/kasheba-pysiqg
Repeat,"The Habit Tracker app helps users manage daily habits, track activities, compete in challenges, and earn rewards, all while fostering motivation through leader boards and personalized data insights.",https://devpost.com/software/repeat-mfsoeb
Chashni APP,"Meet Chashni, the blockchain-based video chat platform ensuring secure,private,andrewarding conversations. Real users, encrypted chats. Experience the future of online interactions today!",https://devpost.com/software/chashni-app
swarm.ai,create workflows for ai agents.,https://devpost.com/software/swarm-ai-lk2dcn
DEX MVP with AMM and CCIP,"DEX with AMM pricing model (using chainlink pricefeed), LP tokens and basic CCIP capabilities",https://devpost.com/software/dex-mvp-with-amm-and-ccip
SettleUp,Effortless Expense Management for the Decentralized World,https://devpost.com/software/settleup
ai-powered legal documentation assistant,AI is BOOm,https://devpost.com/software/ai-powered-legal-documentation-assistant
Three Handed Whist,"""Three Handed Whist: A Modern Twist on a Classic Card Game for Three!"" Three Handed Whist is an innovative card game that brings the timeless enjoyment of Whist to three players.",https://devpost.com/software/three-handed-whist
Empowering Education with EduToken: The Future of Learning,EduToken is a revolutionary cryptocurrency aimed at democratizing education through blockchain technology.,https://devpost.com/software/empowering-education-with-edutoken-the-future-of-learning
Dynatick - Dynamic NFT Ticketing,"“Don’t just attend events, tokenize the unforgettable”",https://devpost.com/software/dynatick-dynamic-nft-ticketing
Certificate generation and validation Dapp,Certificate generation and validation Dapp,https://devpost.com/software/certificate-generation-and-validation-dapp-8cz4xi
Farm,Implement farm games on the chain,https://devpost.com/software/fram
WARP YIELD,A protocol to allow users to capture the highest yields on AAVE between blockchains,https://devpost.com/software/warp-yield
Lucky Label NFTs,"Unlock Daily Rewards, Collect Unique NFTs – Join the Lucky Label NFTs Adventure!",https://devpost.com/software/lucky-draw-2c1wpz
Conc3rt,Trusted virtual ownership in accessing the benefits or interest you acquired,https://devpost.com/software/con3rt
Wager Wheels,"Play Fair, Play Secure: Trustless Gaming powered by blockchain and Chainlink VRF",https://devpost.com/software/wager-wheels
Avalanche SocialFi: Single Sign-On with Chainlink Oracles,"Unlock seamless SocialFi interactions on Avalanche with decentralized identity and single sign-on powered by Chainlink Oracles. ""Connecting Identities, Simplifying SocialFi""",https://devpost.com/software/avalanche-socialfi-single-sign-on-with-chainlink-oracles
Tetrad Lottery,"A cross chain lottery with upgraded logic, permission, and cross chain functionality",https://devpost.com/software/tetrad-lottert
PensionVers,At PensioVers we believe that everyone deserves to have complete control and clarity over their financial future. Our platform allows to manage their savings in a fully transparent and trackable way.,https://devpost.com/software/pensionvers
zk-CrossVote,zk-CrossVote: Seamless Cross-Chain Governance for a Unified Blockchain Future,https://devpost.com/software/zk-crossvote
PeerLend,"PeerLend! Take charge of your lending and borrowing. Set your loan terms, get multiple tailored offers, and choose the best deal. Experience financial freedom like never before!""",https://devpost.com/software/peerlend-ockd2v
Chain of Events,Chain of Events allows organizers to bring their events onchain making them transparent and safer to use. It also allows participants to buy tickets or other event items in form of NFTs.,https://devpost.com/software/chain-of-events
RaffleFair,"Trustless Giveaways: Fair, Transparent, and Decentralized",https://devpost.com/software/rafflefair
Royal,Royal is prediction game where user have to add randon number b/w 4-100 to the LINK/USD price feed and the winner will get the full pool bounty.,https://devpost.com/software/royal
LINK Maintenance,"Developers tools to enable preventive and reactive maintenance of industrial grade machine using iot devices, sensors and Chainlink, Scroll, Avalanche, Filecoin & Ethereum blockchain, Web3 tools",https://devpost.com/software/web3-parts-manager
Sporteka,sporteka blockchain,https://devpost.com/software/sporteka-abmcyi
ArmServ,"Creating a clear path for putting the mortgage loan lifecycle on the blockchain and clearly presenting the benefits to borrowers, originators, servicers and regulatory entities.",https://devpost.com/software/armserv
podfi,decentralised podcast platform,https://devpost.com/software/podfi-2a40ej
Agrix,"a blockchain paltform where local business, agriculture and biodiversity are tokenize",https://devpost.com/software/agrix-bphu12
GreedyPig,A game of chance and strategic thinking.,https://devpost.com/software/greedypig
bitbuzz,a decetralised video blockchain platform,https://devpost.com/software/bitbuzz-gnid9p
SOUL (Savings Oriented Universal Lottery) Platform,Meet SOUL: the lottery that saves! Enjoy the thrill of winning while your principal stays safe. Grow your crypto assets risk-free and win rewards. Join SOUL today,https://devpost.com/software/soul-savings-oriented-universal-lottery-platform-kts6zm
VeDA (Verifiable Digital Arts) Platform,"Introducing a platform securing digital art ownership with blockchain and ChainLink. Our data feed verifies authenticity, tracks royalties, and ensures trust through community governance.",https://devpost.com/software/veda-verifiable-digital-arts-platform-7zunox
NATURE-L,"Nature's Canvas: Capturing Beauty, Sharing Knowledge",https://devpost.com/software/nature-l
Arbichain: A simpler way to settle disputes.,Smart contract-managed financial Arbitration with AI-assisted verdicts.,https://devpost.com/software/arbichain
BlockAR Cards,"Introducing BlockAR Cards, the trading card game combining AR and blockchain. Experience immersive worlds like Pokémon Go, with secure, true digital asset ownership. Redefine gaming with BlockAR Cards",https://devpost.com/software/blockar-cards
CrossChain Gitcoin Grants,Now get donations for your gitcoin projects inside frames and Lens too,https://devpost.com/software/crosschain-gitcoin-grants
DonorSphere,"DonorSphere provides donors with a way to contribute to the charitable projects they care about and ensures that these donations are properly used, promoting safe and transparent giving.",https://devpost.com/software/donorsphere
FI-Protocol,Incentivizing Transparent Feedback Across Chains,https://devpost.com/software/fi-protocol
Git Armory,Welcome to Git Armory’s official website! Git Armory is a pioneering security company dedicated to revolutionizing the way git repositories are managed and secured.,https://devpost.com/software/git-armory-q7jmin
Shoe Shark,ShoeShark is a decentralized platform for sharing travel inspirations.,https://devpost.com/software/shoe-shark
vote-wallet,A wallet that mimics MetaMask and supports voting features,https://devpost.com/software/vote-wallet
Transmuter,Decentralized cross-chain liquidity,https://devpost.com/software/transmuter
Proracle,"Transform data verification with zk-email! Fetch and verify any data, like AAPL stock from NASDAQ, and securely put it on any blockchain. Create tokens pegged to real-world assets.",https://devpost.com/software/proracle
ChainFlow,"A WorkFlow Automation tool to connect your ChainLink Functions with Discord, Notion, Google, Slack",https://devpost.com/software/chainflow
CCIP MintFlow,"Simplifying cross-chain transactions with a clean UI, secure escrow services, AI-enabled token transfers, and seamless cross-chain NFT minting using CCIP. Enhance interoperability and efficiency.",https://devpost.com/software/ccip-mintflow
R3WARTIST,A Blockchain-based Application aiming to fairly reward talented AI-gen image Artists,https://devpost.com/software/r3wartist
Money Plant,"Add funds, Set Strategy, Relax and Watch Your Profits Growing",https://devpost.com/software/money-plant
FusionLink,"FusionLink is a service provider for decentralized applications and cross-chain lending and borrowing app with providing more security through CCIP, Data Feeds, and Automation.",https://devpost.com/software/fusionlink
LensHunt,"Empowering Transparent, Efficient, and Trustworthy Recruitment for the Modern Workforce""",https://devpost.com/software/lenshunt
Konan,"Konan: Dive into GameFi's future with decentralized dynamic NFTs! Enhance your NFT characters through thrilling gacha, and unlock new adventures with every draw. Elevate your gameplay with Konan!",https://devpost.com/software/konan
DAO-VM,It is an organizational structure that is governed by a set of predefined rules encoded as smart contracts on a blockchain.,https://devpost.com/software/dao-vm
weaveswap,"Decentralized finance application on the BASE blockchain. swap, lend and supply tokens with superior UX",https://devpost.com/software/weaveswap-yic2ov
eigen.,One stop solution to get clean datasets for your AI model,https://devpost.com/software/eigen-3wj2ec
NextLevel Staking,NextLevel Staking is a cutting-edge DeFi platform that revolutionizes how you stake your cryptocurrencies.,https://devpost.com/software/nextlevel-staking
ai social,empowering everyone to create and connect by using ai.,https://devpost.com/software/ai-social-1oz647
Panda Finance,"Panda Finance brings traditional finance swaps to the blockchain, making those financial instruments accessible to a broader audience.",https://devpost.com/software/panda-finance
2B Healthy Services,"2B Healthy its the combination of blockchain technology and IPFS. It holds the potential to revolutionize healthcare, making it more efficient, and patient-centric.",https://devpost.com/software/2b-health-services
Medibyte,"""Empowering Health with Incentives: Medibyte, Where Health Meets Rewards""",https://devpost.com/software/medibyte-k94e3a
Staqe Protocol: Cross-Chain Staking,Launch Pool / Stake / Reward #1 / Reward #2 / Claim / Unstake,https://devpost.com/software/staqe-protocol-cross-chain-staking-protocol
CROSS-CHAIN STAR-EX,"a multi-gameplay, multi-chain, multi-platform, multi-dimensional game that fosters collaboration between major networks and smaller networks",https://devpost.com/software/star-ex
Memtize,"Transform viral memes into tradeable digital assets using blockchain technology, creating a secure and rewarding platform for meme creators and investors.",https://devpost.com/software/memtize
Monte Carlo,"Monte Carlo is an open platform to run AI models via API or smart contracts on DePIN with reliability, without having to manage your own infrastructure.",https://devpost.com/software/monte-carlo
Smartbets,"Smartbets is an online betting platform that offers a secure, transparent and decentralized experience. Our platform allows users to bet on football events in the Brazilian Series A championship.",https://devpost.com/software/smartbets-i7rndc
PromptReality,A platform for creating AI experiences in Mixed Reality,https://devpost.com/software/promptreality
Monetizado,On-chain pay-per-view platform,https://devpost.com/software/monetizado
GreenspaceDAO,"Enpowering people worldwide to pursue longevity together through a network of healthy communities, guided by certified nutritionists.",https://devpost.com/software/greenspacedao-khr53i
Fusion Wallet - zk-Based Multi-chain Smart Contract Wallet,Fusion is a multi-chain smart contract wallet that leverages ChainLink Functions and zero-knowledge proofs for cross-chain deployments and authentication.,https://devpost.com/software/fusion-wallet-zk-based-multi-chain-smart-contract-wallet
Lynk Swap,"Lynk Swap: The ultimate omnichain DEX, enabling seamless and optimal cross-chain asset swaps with advanced aggregation algorithms.",https://devpost.com/software/lynk-swap
LovePoem: NFT Ticketing,"I faced issues with transparency and ticket validity on Ticketmaster. I propose bringing ticketing onchain as NFT, offering transparency, ownership verification, and additional benefits for fans.",https://devpost.com/software/lovepoem-dynamic-nft-ticket-tokenization
Juice Vlog Dapp,"Video uploader, decentralized application. Polygon-DID and chainlink functions. IPFS storage system and graphQl database.",https://devpost.com/software/juice-vlog-dapp
Triver (Token River),A token streaming application,https://devpost.com/software/triver-token-river
CrossSync Protocol & Network,A cross-chain messengers aggregator protocol & Network.,https://devpost.com/software/crosssync-protocol-network
Hexs,Distributed ownership of AI models to offer fair incentives to open-source developers through chain-driven training.,https://devpost.com/software/hexs
Magic Stake,This project develops a DApp that enables cross-chain swapping and staking between the Avalanche and Ethereum Sepolia networks using CCIP.,https://devpost.com/software/magic-stake
FairShare,Fairshare is a blockchain-based system designed to revolutionize task management and employee motivation.,https://devpost.com/software/fairshare-om712z
Legal Llama,Find legal solutions while leveraging the power of Web3 and AI through Chainlink Functions.,https://devpost.com/software/legalbrain
Road Incident Predictor,"Monitoring tools for road incident management. Crowdsourcing information sharing for safer roads with Metamask, Chainlink, Metis, zksync, Scroll, Avalanche, Eth, Polygon ZkEVM",https://devpost.com/software/road-incident-predictor
Web3Agent 2.0,"Simplified blockchain interactions, AI-driven smart contract deployment, integrated DeFi operations, and Researching Web3 info",https://devpost.com/software/web3agent-2-o
Docs Universe,Docs Universe is a web based Dapp that allows to store important assets on IPFS instance. Ownership of files is securely recorded on the Ethereum blockchain making it the best platform to store assets,https://devpost.com/software/nft_marketplace-65hzmj
Memester,A revolutionary platform that combines the fun of meme creation with the technology of blockChAIN AND Campa﻿ign Tracking and EARN rewards,https://devpost.com/software/memester-5n3jbf
GameAsset,"Unlock the full potential of your gaming assets with GameAsset, a revolutionary NFT marketplace. Easily buy, sell, and rent game-related NFTs, including both native and imported tokens.",https://devpost.com/software/gameasset
Neo,A C-chain app that calls Stable diffusion via Chainlink Functions to mint NFTs,https://devpost.com/software/neo-1p2cra
Bridge-TokenFlow,"""Bridge-TokenFlow with LxLy Polygon offers fast, secure, and low-cost token transfers between Ethereum and Polygon zkEVM.""",https://devpost.com/software/bridge-tokenflow
AutoDCA,"Automate your crypto investments with Auto DCA. Set recurring buys, reduce risks, and grow wealth effortlessly.",https://devpost.com/software/autodca
Blitz,"Blitz represents a pioneering step in decentralized finance, blending the safety of no-loss savings mechanisms with the dynamic governance capabilities of a Decentralized Autonomous Organization (DAO)",https://devpost.com/software/blitz-230c1h
PolygonZkevmlxlyclaims,A beautiful and sleek interface to claim all your messages on zkevm lxly chains.,https://devpost.com/software/polygonzkevmlxlyclaims
Simplified Chainlink Automated Tasks,"This project simplifies the process, allowing developers to automate functions on the blockchain with just a few inputs using chainlink functions",https://devpost.com/software/simplified-chainlink-automated-tasks
MoySports,Revolutionizing Sports Betting with Cryptocurrency,https://devpost.com/software/moysports
Voyager,"Voyager: Embark on Epic Adventures with Social-Fi Connections.Connect with like-minded adventurers, join communities, participate in events, and build a trustworthy on-chain identity.",https://devpost.com/software/voyager-bgxw1a
ZK Medical DAO,"Enabling the bottom of pyramid through EHR, Chainlink, Scroll, Metis, zksync & Genomelink API, Avalanche, Radiology services, OSS PACS and spreadsheet.",https://devpost.com/software/ehrasaservice
SuperSub,Cross-chain crypto subscription platform powered by Alchemy's account abstraction infrastructure and Chainlink's Cross-Chain Interoperability Protocol.,https://devpost.com/software/supersub
BuildIt,"BuildIt is a metaverse project. It provides users with the ability to own virtual land within a map, place items on the land they own, and even sell the land to other users.",https://devpost.com/software/buildit-rzvwus
ARTIFY,"A cutting-edge dApp leveraging Artificial Intelligence to enhance images, create unique images from text prompts, minting them as NFTs on Avalanche C-Chain with Chainlink Functions.",https://devpost.com/software/artify-hl0uk8
Host-It,Decentralized Event Ticketing Application with POAP Integration,https://devpost.com/software/nftix-s3b9ex
QU!D,"""yesterday's price is NOT today's price"" ~ push a Tbill",https://devpost.com/software/qu-d
Dataverse Ledger (HyperSDK),"Imagine a world where industries can securely trade Sensor & IoT-generated data with full authenticity, even between unknown parties.",https://devpost.com/software/dataverse-ledger-hypersdk
Escrøguard,"Escrøguard: Full Control, Seamless Multichain Swaps, True Ownership.",https://devpost.com/software/escroguard
Decentralized limit orders,Decentralized order books,https://devpost.com/software/decentralized-limit-orders
OnChainTTT,"Web3 multiplayer Tictactoe mini-game, deployed to Amoy Polygon block-chain. This projects is intended for Chainlink Hackathon: BlockMagic",https://devpost.com/software/onchainttt
SocialConnect,"SocialConnect merges social media with DeFi, allowing users to unlock content and trade connections securely via smart contracts.",https://devpost.com/software/socialconnect
ChainPass,ChainPass is an innovative decentralized platform (DApp) designed to revolutionize the way event organizers and attendees manage event tickets.,https://devpost.com/software/chainpass-ac31jx
Cross Border Contracts with ZKP,"Explore blockchain's power to secure decentralized transactions. Our innovative approach sidesteps typical centralization, boosting identity security using Zero Knowledge Proofs to protect privacy.",https://devpost.com/software/cross-border-contracts-with-zkp
Ceptor Game Mechanics,"We 🔧 aim to revolutionize tabletop RPGs by leveraging Chainlink, blockchain and AI! Create unique DND 5E characters in seconds with a quiz or two clicks randomness. Save time and immerse a new game!",https://devpost.com/software/ceptor-game-mechanics
Quantum Votes,"Quantum Vote secures elections using AI, Chainlink Functions for KYC, and Avalanche for rapid processing. We encrypt user data while verifying votes anonymously, ensuring transparency and privacy.",https://devpost.com/software/quantum-votes
ChainTalk,A Decentralized Web3 communication platform designed for DAOs. Skip all the hassle of making communities for your members as our app allows any token holder to join the community.,https://devpost.com/software/chaintalk
Private XChain Defi,Private XChain Defi,https://devpost.com/software/private-xchain-defi
Pawledger,"Project Pawledger is a chainlink application that seeks to tokenize animals for decentralized, secure, robust tracking of pets and strays.",https://devpost.com/software/pawledger
Counterpoint,"Given the rise of AI video and image generation, a solution is needed to fight disinformation. Counterpoint leverages blockchain technology to determine if an image or video has been altered.",https://devpost.com/software/counterpoint
Chainlink Paymaster,Connecting zkSync Native Account Abstraction with Chainlink Price Feeds,https://devpost.com/software/chainlink-paymaster
linkball,"Linkball revolutionizes fantasy football, fusing blockchain and AI for an unprecedented gaming adventure. Build your team, master strategy, and dominate the field in this cutting-edge experience.",https://devpost.com/software/linkball
Tranzit,All aborad! Hop on the Tranzit Station for cheap bridge and rewards.,https://devpost.com/software/tranzit
Chainscape,Chainscape is a cross-chain gamiverse that utilizes Chainlink resources.,https://devpost.com/software/chainscape-uifwsk
Health Chain,"Our dApp rewards users with Reward Tokens for fitness, using AI and Chainlink for BMI validation. Earn RWD tokens to buy and trade NFTs. Secure login via MetaMask. Deploy NFTs for advertisements.",https://devpost.com/software/health-chain-ph38i6
NFT Multiverse,My submission is an ERC721 contract that utilizes VRF & Functions Service to random generate & mint NFTs that pull their metadata from external APIs allowing for a vast selection of possible NFTs.,https://devpost.com/software/nft-multiverse
Ceptor Tech Team,Decentralized Sign Up for gaming community,https://devpost.com/software/ceptor-tech-team
BPass,BPass - Revolutionizing Event Ticketing with Blockchain,https://devpost.com/software/bpass
SolarXM,A Depin Platform for Energy trading verified by Chainlink and weatherXM API,https://devpost.com/software/solarxm
Linkreal,"Real World Asset Tokenization platform that provides ownership verifications and asset guardian guarantees, collateral etcetera.",https://devpost.com/software/linkreal
ZeroEx,A place where traders can trade quietly,https://devpost.com/software/zeroex
TravelnCrypto,Your Decentralized Platform for housing for your vacation plans. Landlords and host can register their housing. Tenants can book rooms for vacation.,https://devpost.com/software/travelncrypto
Memehub.AI,"A revolutionary, AI-driven Memecoin launchpad.",https://devpost.com/software/memehub-mb4iwd
fair-dao,"fair-dao is an automated decentralized autonomous organization (DAO) system that rewards software developers for their contributions on GitHub with LINK, a virtual currency.",https://devpost.com/software/fair-dao
TipStream,"TipStream: A decentralized content tipping platform using blockchain and Chainlink. Empower creators with direct earnings, lower fees, and global reach.",https://devpost.com/software/tipstream
Worldlens,"By leveraging DePIN, AI, and blockchain technology, Worldlens provides the decentralized database for physical products, unlocks possibilities for people to interact with blockchain",https://devpost.com/software/worldlens-7y83tj
Fuseum,"Fuseum transforms digital currency into a seamless shopping experience on traditional e-commerce platforms, unlocking the full potential of your blockchain wallet.",https://devpost.com/software/fuseum
AI3D Sculptable NFT with ChainLink VRF,The world's first Human + Gen AI + 3D sculpted NFT XR creator app - with verifiable uniqueness,https://devpost.com/software/ai3d-sculptable-nft-with-chainlink-vrf
PolyzkevmRouter,PolyzkevmRouter PolyzkevmRouter,https://devpost.com/software/polyzkevmrouter
CrossChainFitnessDapp,Be Fit with Lens and Cross Chain Payments,https://devpost.com/software/crosschainfitnessdapp
DeFiXpert,"DeFiXpert: A cross-chain AI-driven DeFi aggregator that optimizes liquidity provision and yield farming, maximizing returns with real-time data.",https://devpost.com/software/defixpert
Betting dapp,zkSync Price Feed Betting DApp,https://devpost.com/software/betting-dapp
Digital Horse Betting Marketplace,"A revolutionary horse betting marketplace with transparent, secure betting and provably fair outcomes powered by Chainlink VRF.",https://devpost.com/software/digital-horse-betting-marketplace
Smart Agent Link (SAL),Transforming Task Management with Blockchain and AI,https://devpost.com/software/samart-agent-link-sal
Smart market maker with limit order,"Enhance AMMs with innovative Limit Orders and Stop Orders. Execute trades efficiently and reduce risks with Limit Swaps and Cover Pools, combining token swapping with liquidity provision.",https://devpost.com/software/smart-market-maker-with-limit-order
zkVampireSurvivors,zkVampireSurvivors is a time survival game with minimalist gameplay and roguelite elements. It uses zero-knowledge proof technology and Chainlink CCIP to create a full-chain ranking list.,https://devpost.com/software/zkvampiresurvivors
Drone Monitor,"Developer Tools to manage and monitor drones, UAVS for cost effective monitoring of water supply chain units using Link Blockchain, Scroll, AVAX user analytics tools, Aptos, Livepeer, FVM, Optimism.",https://devpost.com/software/water-monitor-plus
Betting Game on Chainlink,utilsing chainlink vrf,https://devpost.com/software/betting-game-on-chainlink
Celium,"Celium is a ERC-4337 smart wallet that allows users to set up ""guardians"" which can block suspicious transactions and require two-factor authentication to execute them.",https://devpost.com/software/celium
Physics Suite,"Developer tools to enable DeSci educators, Web3 game designers to create a physics playground, simulator to develop on-chain Physics games using LINK, NFT.Storage, Avalanche, Scroll and zksync",https://devpost.com/software/theta-physics-suite
RunBro,"A platform that converts users steps tracked from Google steps, into platform native tokens based on protocol, and user can later redeem these Native tokens (RBT) into WETH.",https://devpost.com/software/runbro
Metaverse Nation Web3 Ai Platform,"Your Ai in Metaverses Nation Web3 Ai Platform. Chat, Create, Tokenize, Listing, Buy, Sell Ai Models, Ai Characters and Ai Agents.",https://devpost.com/software/web3-ai
zkVampireSurvivors,zkVampireSurvivors is a time survival game with minimalist gameplay and roguelite elements. It uses zero-knowledge proof technology and Chainlink CCIP technology to create a full-chain ranking list.,https://devpost.com/software/zkvampiresurvivors-smhz7r
hiuhi,khhkjhhgh,https://devpost.com/software/hiuhi
